,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
6892,INN06893,2,0,1,2,Meal Plan 1,0,Room_Type 4,324,2018,11,21,Online,0,0,0,87.3,0,Canceled
2927,INN02928,2,0,0,2,Meal Plan 2,0,Room_Type 1,11,2018,10,4,Complementary,1,1,1,0.0,0,Not_Canceled
31295,INN31296,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled
24377,INN24378,2,0,2,2,Not Selected,0,Room_Type 1,70,2018,12,3,Online,0,0,0,74.8,1,Not_Canceled
17340,INN17341,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
18095,INN18096,2,0,0,3,Meal Plan 1,0,Room_Type 4,58,2018,6,1,Online,0,0,0,140.4,0,Canceled
22586,INN22587,3,0,0,4,Meal Plan 2,0,Room_Type 4,200,2018,8,24,Online,0,0,0,187.5,1,Canceled
32953,INN32954,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,Online,0,0,0,68.0,0,Not_Canceled
12692,INN12693,1,0,2,5,Meal Plan 1,0,Room_Type 4,29,2017,9,17,Offline,0,0,0,59.29,0,Not_Canceled
12656,INN12657,2,0,2,2,Meal Plan 1,0,Room_Type 1,175,2017,9,11,Online,0,0,0,93.5,2,Not_Canceled
25427,INN25428,2,1,0,3,Meal Plan 1,0,Room_Type 1,4,2018,12,28,Online,0,0,0,147.33,2,Not_Canceled
19085,INN19086,2,0,1,3,Meal Plan 1,0,Room_Type 4,290,2018,12,1,Online,0,0,0,86.7,0,Canceled
32503,INN32504,2,0,0,1,Meal Plan 1,0,Room_Type 1,87,2017,9,11,Corporate,0,0,0,100.0,0,Canceled
8755,INN08756,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,14,Complementary,0,0,0,0.0,0,Not_Canceled
23461,INN23462,2,0,2,5,Not Selected,0,Room_Type 1,15,2018,12,28,Online,0,0,0,98.11,2,Not_Canceled
32187,INN32188,2,0,6,13,Not Selected,0,Room_Type 1,130,2018,8,20,Online,0,0,0,101.98,0,Canceled
10955,INN10956,2,0,1,1,Meal Plan 2,0,Room_Type 1,117,2018,12,24,Online,0,0,0,127.8,1,Canceled
12280,INN12281,3,0,1,3,Meal Plan 2,0,Room_Type 4,11,2018,3,3,Online,0,0,0,193.0,0,Canceled
7846,INN07847,2,2,2,2,Meal Plan 1,1,Room_Type 6,192,2018,7,16,Online,0,0,0,176.95,1,Canceled
17002,INN17003,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
30586,INN30587,1,0,0,2,Meal Plan 1,0,Room_Type 1,39,2017,11,27,Online,0,0,0,90.9,2,Not_Canceled
20851,INN20852,3,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,9,13,Offline,0,0,0,124.0,1,Not_Canceled
28688,INN28689,2,0,1,3,Meal Plan 1,0,Room_Type 1,30,2018,11,17,Online,0,0,0,88.4,2,Not_Canceled
4703,INN04704,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2017,10,29,Online,0,0,0,72.25,2,Not_Canceled
30544,INN30545,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled
12540,INN12541,2,0,2,0,Meal Plan 1,0,Room_Type 1,73,2018,12,4,Offline,0,0,0,75.0,0,Not_Canceled
15181,INN15182,2,0,1,3,Meal Plan 1,0,Room_Type 1,56,2018,11,10,Online,0,0,0,88.23,0,Not_Canceled
27536,INN27537,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,1,1,1,65.0,0,Not_Canceled
18858,INN18859,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
32136,INN32137,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
7653,INN07654,2,0,0,4,Not Selected,0,Room_Type 1,135,2018,7,26,Online,0,0,0,89.25,0,Canceled
1943,INN01944,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65.0,0,Canceled
35074,INN35075,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,75.0,0,Not_Canceled
20715,INN20716,2,0,2,2,Meal Plan 1,0,Room_Type 4,90,2018,8,7,Online,0,0,0,142.2,0,Not_Canceled
15753,INN15754,2,0,2,5,Meal Plan 1,0,Room_Type 1,77,2017,7,7,Online,0,0,0,76.5,0,Canceled
6645,INN06646,2,0,0,2,Meal Plan 1,0,Room_Type 1,43,2018,10,19,Offline,0,0,0,85.5,0,Not_Canceled
29345,INN29346,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
7886,INN07887,2,0,1,1,Meal Plan 1,0,Room_Type 4,141,2018,9,17,Online,0,0,0,143.1,0,Canceled
9950,INN09951,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
20080,INN20081,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,29,Online,0,0,0,95.0,0,Not_Canceled
20772,INN20773,2,0,1,2,Meal Plan 1,0,Room_Type 1,90,2018,4,15,Online,0,0,0,96.3,1,Not_Canceled
32813,INN32814,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
6709,INN06710,2,0,1,2,Meal Plan 1,0,Room_Type 4,63,2017,11,23,Offline,0,0,0,60.0,0,Not_Canceled
2324,INN02325,2,0,1,2,Not Selected,0,Room_Type 1,3,2018,8,12,Online,0,0,0,92.0,1,Not_Canceled
9142,INN09143,2,0,1,5,Meal Plan 1,0,Room_Type 1,144,2018,7,25,Online,0,0,0,100.87,1,Not_Canceled
11109,INN11110,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
6319,INN06320,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,2018,3,11,Online,0,0,0,81.9,0,Not_Canceled
12197,INN12198,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,8,15,Online,0,0,0,90.0,0,Not_Canceled
18142,INN18143,2,2,0,1,Meal Plan 1,0,Room_Type 6,42,2018,6,23,Online,0,0,0,171.9,1,Canceled
32378,INN32379,2,1,0,1,Not Selected,0,Room_Type 1,1,2018,8,24,Online,0,0,0,119.0,2,Not_Canceled
6847,INN06848,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,4,8,Online,0,0,0,101.0,1,Not_Canceled
29545,INN29546,3,0,0,1,Meal Plan 1,0,Room_Type 4,43,2018,7,14,Online,0,0,0,168.3,0,Canceled
18212,INN18213,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
28055,INN28056,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,9,1,Online,0,0,0,149.0,1,Not_Canceled
4417,INN04418,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
24887,INN24888,2,0,1,3,Meal Plan 1,0,Room_Type 1,47,2018,8,22,Offline,0,0,0,85.0,0,Not_Canceled
3854,INN03855,2,0,2,3,Meal Plan 1,0,Room_Type 4,46,2018,9,9,Online,0,0,0,158.4,0,Not_Canceled
22016,INN22017,2,1,0,3,Meal Plan 1,0,Room_Type 6,29,2018,6,9,Online,0,0,0,217.1,2,Not_Canceled
26454,INN26455,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,9,Corporate,0,0,0,65.0,0,Not_Canceled
3482,INN03483,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,2018,12,19,Online,0,0,0,82.88,0,Not_Canceled
31129,INN31130,2,1,0,1,Meal Plan 1,0,Room_Type 4,18,2018,6,23,Online,0,0,0,128.0,1,Not_Canceled
6587,INN06588,2,0,0,1,Meal Plan 1,0,Room_Type 1,83,2018,7,23,Online,0,0,0,105.3,1,Not_Canceled
24012,INN24013,2,0,2,5,Meal Plan 1,0,Room_Type 1,42,2018,4,24,Online,0,0,0,81.73,1,Not_Canceled
3411,INN03412,2,1,0,3,Meal Plan 1,0,Room_Type 1,22,2018,8,2,Online,0,0,0,169.0,1,Not_Canceled
11256,INN11257,1,0,0,3,Meal Plan 1,0,Room_Type 1,145,2018,6,2,Online,0,0,0,95.4,0,Canceled
11801,INN11802,3,0,1,0,Meal Plan 1,0,Room_Type 4,16,2018,4,17,Online,0,0,0,137.0,2,Not_Canceled
20442,INN20443,2,0,0,3,Meal Plan 1,0,Room_Type 1,123,2018,5,4,Online,0,0,0,105.3,0,Not_Canceled
23144,INN23145,2,0,0,3,Meal Plan 1,0,Room_Type 1,63,2018,6,9,Online,0,0,0,126.9,1,Canceled
11890,INN11891,1,0,0,1,Meal Plan 1,1,Room_Type 1,9,2018,11,17,Corporate,1,0,1,79.0,1,Not_Canceled
16673,INN16674,2,1,1,2,Meal Plan 1,0,Room_Type 1,74,2018,5,13,Online,0,0,0,143.1,2,Not_Canceled
35833,INN35834,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
2819,INN02820,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
11391,INN11392,2,0,0,1,Meal Plan 1,0,Room_Type 1,64,2018,10,15,Complementary,0,0,0,0.0,1,Not_Canceled
3900,INN03901,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108.0,0,Canceled
8758,INN08759,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
24218,INN24219,3,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,5,8,Online,0,0,0,159.0,0,Canceled
12135,INN12136,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,102.6,2,Not_Canceled
23589,INN23590,3,0,0,1,Meal Plan 1,0,Room_Type 4,60,2018,7,9,Online,0,0,0,152.1,2,Not_Canceled
13119,INN13120,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,16,Corporate,1,2,3,65.0,0,Not_Canceled
23301,INN23302,2,0,2,2,Not Selected,0,Room_Type 1,105,2018,9,4,Online,0,0,0,118.8,2,Not_Canceled
20538,INN20539,3,0,0,1,Meal Plan 1,0,Room_Type 1,139,2018,7,16,Online,0,0,0,137.7,0,Not_Canceled
28204,INN28205,2,0,1,0,Meal Plan 1,0,Room_Type 4,16,2018,9,26,Online,0,0,0,164.0,0,Canceled
21401,INN21402,2,0,1,4,Meal Plan 1,0,Room_Type 1,84,2018,3,30,Offline,0,0,0,75.34,0,Not_Canceled
18066,INN18067,2,1,1,4,Meal Plan 1,0,Room_Type 1,83,2018,10,31,Online,0,0,0,106.38,1,Not_Canceled
1616,INN01617,2,0,1,4,Meal Plan 1,0,Room_Type 2,111,2018,4,18,Online,0,0,0,76.97,0,Not_Canceled
27741,INN27742,2,0,0,4,Meal Plan 1,0,Room_Type 1,98,2018,12,21,Offline,0,0,0,75.0,0,Not_Canceled
14865,INN14866,2,0,0,2,Meal Plan 1,0,Room_Type 1,256,2018,8,26,Offline,0,0,0,72.25,1,Not_Canceled
7104,INN07105,2,0,2,2,Meal Plan 1,1,Room_Type 1,12,2017,8,23,Online,0,0,0,99.0,3,Not_Canceled
22558,INN22559,2,0,0,4,Not Selected,0,Room_Type 1,57,2018,3,30,Online,0,0,0,76.76,0,Canceled
14472,INN14473,2,0,1,4,Not Selected,0,Room_Type 1,171,2018,7,11,Online,0,0,0,80.75,0,Canceled
24526,INN24527,4,0,1,0,Meal Plan 1,0,Room_Type 7,36,2018,8,21,Online,0,0,0,214.75,0,Canceled
13068,INN13069,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,12,28,Online,0,0,0,84.8,0,Not_Canceled
34810,INN34811,2,0,1,3,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled
14148,INN14149,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,6,26,Online,0,0,0,109.0,1,Not_Canceled
12452,INN12453,2,0,0,3,Not Selected,0,Room_Type 1,24,2018,3,8,Online,0,0,0,81.0,2,Not_Canceled
30583,INN30584,2,0,2,1,Meal Plan 1,0,Room_Type 4,15,2018,6,26,Online,0,0,0,146.0,1,Not_Canceled
26794,INN26795,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,2018,5,29,Offline,0,0,0,80.75,0,Canceled
6376,INN06377,2,0,2,5,Meal Plan 1,0,Room_Type 4,57,2018,5,28,Online,0,0,0,140.4,1,Canceled
4531,INN04532,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,11,22,Online,0,0,0,111.67,0,Not_Canceled
5896,INN05897,3,0,0,2,Meal Plan 1,0,Room_Type 4,41,2018,3,25,Online,0,0,0,159.3,0,Canceled
4621,INN04622,2,0,0,4,Meal Plan 1,0,Room_Type 1,4,2017,9,8,Online,0,0,0,124.0,1,Not_Canceled
1402,INN01403,2,0,2,1,Meal Plan 1,0,Room_Type 4,91,2018,7,16,Online,0,0,0,118.8,2,Not_Canceled
3040,INN03041,2,0,1,3,Meal Plan 1,0,Room_Type 1,240,2018,10,27,Online,0,0,0,90.95,2,Not_Canceled
35427,INN35428,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled
32677,INN32678,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Canceled
21684,INN21685,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
34445,INN34446,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
324,INN00325,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,10,18,Online,0,0,0,120.0,0,Not_Canceled
30637,INN30638,2,0,2,5,Meal Plan 1,0,Room_Type 4,64,2018,9,4,Online,0,0,0,131.14,0,Canceled
28394,INN28395,2,0,0,4,Meal Plan 1,0,Room_Type 1,87,2018,8,31,Online,0,0,0,131.4,2,Not_Canceled
21993,INN21994,2,2,1,1,Meal Plan 1,0,Room_Type 6,71,2018,4,18,Online,0,0,0,168.3,2,Not_Canceled
16470,INN16471,2,0,1,0,Not Selected,0,Room_Type 1,10,2018,3,13,Online,0,0,0,97.0,0,Canceled
15554,INN15555,2,0,1,1,Meal Plan 1,1,Room_Type 1,92,2017,8,17,Online,0,0,0,85.5,0,Not_Canceled
34971,INN34972,2,0,2,2,Meal Plan 1,0,Room_Type 1,19,2018,9,10,Offline,0,0,0,95.0,0,Not_Canceled
24264,INN24265,1,0,1,2,Meal Plan 1,0,Room_Type 1,61,2018,12,5,Online,1,0,1,67.91,2,Not_Canceled
26128,INN26129,2,0,0,2,Meal Plan 1,0,Room_Type 2,66,2018,10,20,Online,0,0,0,108.0,1,Not_Canceled
408,INN00409,3,0,0,3,Meal Plan 1,0,Room_Type 4,85,2018,8,3,Online,0,0,0,152.1,0,Canceled
12183,INN12184,2,0,1,2,Meal Plan 1,0,Room_Type 1,114,2017,7,27,Online,0,0,0,76.5,2,Not_Canceled
18071,INN18072,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,90.0,1,Not_Canceled
30955,INN30956,2,0,2,2,Meal Plan 1,0,Room_Type 1,153,2018,8,26,Online,0,0,0,96.3,0,Canceled
35093,INN35094,2,2,2,5,Meal Plan 1,0,Room_Type 6,136,2018,5,7,Online,0,0,0,170.36,1,Canceled
15452,INN15453,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,2,4,Online,0,0,0,86.0,1,Not_Canceled
27549,INN27550,1,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,4,5,Online,0,0,0,92.17,1,Not_Canceled
6035,INN06036,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Online,0,0,0,101.33,1,Canceled
17376,INN17377,2,0,0,1,Not Selected,0,Room_Type 1,56,2018,7,27,Online,0,0,0,125.1,1,Not_Canceled
25414,INN25415,3,0,2,2,Meal Plan 1,0,Room_Type 4,204,2017,10,18,Online,0,0,0,137.0,0,Canceled
34592,INN34593,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2018,8,17,Online,0,0,0,116.78,1,Not_Canceled
2758,INN02759,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2017,11,11,Online,0,0,0,107.0,1,Not_Canceled
25071,INN25072,3,0,0,4,Meal Plan 1,0,Room_Type 4,86,2018,7,27,Online,0,0,0,139.95,0,Canceled
19059,INN19060,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled
17789,INN17790,2,0,1,3,Meal Plan 1,0,Room_Type 4,110,2018,9,22,Online,0,0,0,149.4,0,Canceled
3289,INN03290,1,0,2,8,Meal Plan 1,0,Room_Type 1,45,2018,11,1,Online,0,0,0,101.38,0,Canceled
18026,INN18027,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2017,9,7,Online,0,0,0,135.0,0,Not_Canceled
8840,INN08841,2,0,2,5,Meal Plan 1,0,Room_Type 1,57,2017,12,25,Online,0,0,0,72.47,0,Not_Canceled
4929,INN04930,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Online,0,0,0,70.0,0,Canceled
21440,INN21441,1,2,0,2,Meal Plan 1,0,Room_Type 2,1,2017,8,12,Online,0,0,0,0.0,4,Not_Canceled
22542,INN22543,2,0,0,1,Not Selected,0,Room_Type 1,39,2018,7,1,Online,0,0,0,107.1,1,Not_Canceled
2688,INN02689,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Online,0,0,0,85.0,0,Canceled
2451,INN02452,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
13226,INN13227,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,8,17,Online,0,0,0,117.33,0,Not_Canceled
10901,INN10902,2,0,1,5,Meal Plan 1,0,Room_Type 1,104,2018,4,11,Online,0,0,0,65.67,1,Not_Canceled
29742,INN29743,2,1,2,3,Not Selected,0,Room_Type 1,68,2018,10,30,Online,0,0,0,79.56,2,Not_Canceled
7751,INN07752,1,0,1,2,Meal Plan 1,0,Room_Type 1,9,2018,1,15,Online,0,0,0,82.0,2,Not_Canceled
3164,INN03165,2,0,1,2,Meal Plan 1,0,Room_Type 1,94,2018,4,8,Online,0,0,0,96.3,0,Canceled
12841,INN12842,2,0,1,1,Meal Plan 1,0,Room_Type 1,183,2018,8,8,Online,0,0,0,105.3,1,Canceled
6717,INN06718,2,0,2,2,Meal Plan 1,0,Room_Type 1,122,2018,7,9,Online,0,0,0,105.83,2,Not_Canceled
29714,INN29715,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,2018,11,25,Offline,0,0,0,75.0,0,Not_Canceled
26501,INN26502,2,0,0,3,Meal Plan 1,0,Room_Type 1,116,2017,10,27,Online,0,0,0,89.25,0,Not_Canceled
5107,INN05108,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,6,21,Online,0,0,0,99.9,0,Canceled
16969,INN16970,1,0,0,3,Not Selected,0,Room_Type 1,25,2018,5,10,Online,0,0,0,129.0,0,Not_Canceled
26155,INN26156,3,0,0,2,Meal Plan 1,0,Room_Type 4,130,2018,6,9,Online,0,0,0,159.3,0,Canceled
9686,INN09687,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,7,9,Online,0,0,0,112.95,1,Not_Canceled
10536,INN10537,2,0,0,3,Meal Plan 1,0,Room_Type 1,137,2018,5,5,Online,0,0,0,105.3,0,Canceled
34481,INN34482,2,0,0,2,Meal Plan 1,0,Room_Type 6,35,2018,3,18,Online,0,0,0,162.45,0,Not_Canceled
10186,INN10187,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
17673,INN17674,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
26502,INN26503,2,0,0,1,Meal Plan 1,0,Room_Type 1,200,2017,8,22,Online,0,0,0,76.5,3,Not_Canceled
14274,INN14275,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled
21826,INN21827,2,2,0,2,Meal Plan 1,0,Room_Type 6,136,2018,8,12,Online,0,0,0,221.3,1,Canceled
8051,INN08052,2,0,1,3,Meal Plan 1,0,Room_Type 5,206,2018,6,30,Online,0,0,0,101.83,0,Canceled
567,INN00568,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,3,Corporate,0,0,0,66.0,1,Not_Canceled
20352,INN20353,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70.0,0,Not_Canceled
26966,INN26967,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80.0,0,Not_Canceled
25666,INN25667,3,0,2,1,Meal Plan 1,0,Room_Type 6,15,2018,10,1,Online,0,0,0,182.14,0,Not_Canceled
29114,INN29115,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Canceled
1575,INN01576,1,0,1,1,Meal Plan 1,0,Room_Type 6,0,2018,3,21,Complementary,1,0,20,0.0,2,Not_Canceled
9964,INN09965,2,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,6,3,Offline,0,0,0,75.0,0,Canceled
19168,INN19169,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,1,Not_Canceled
22361,INN22362,2,0,0,4,Meal Plan 1,0,Room_Type 4,91,2018,7,13,Online,0,0,0,118.8,1,Not_Canceled
4455,INN04456,1,1,0,1,Meal Plan 1,0,Room_Type 1,159,2018,8,5,Online,0,0,0,105.3,0,Canceled
16417,INN16418,2,0,0,3,Meal Plan 2,0,Room_Type 4,83,2018,6,7,Online,0,0,0,174.6,0,Not_Canceled
8738,INN08739,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,4,24,Online,0,0,0,89.0,0,Canceled
14693,INN14694,2,0,2,1,Meal Plan 1,0,Room_Type 4,152,2018,2,20,Offline,0,0,0,62.0,1,Not_Canceled
31829,INN31830,2,0,1,0,Meal Plan 1,0,Room_Type 2,7,2017,12,20,Online,0,0,0,77.25,0,Not_Canceled
23755,INN23756,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Canceled
33205,INN33206,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
35813,INN35814,2,0,1,2,Not Selected,0,Room_Type 1,34,2018,8,15,Online,0,0,0,134.1,1,Not_Canceled
34017,INN34018,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,25,Corporate,0,0,0,67.0,0,Not_Canceled
24439,INN24440,3,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,110.0,0,Not_Canceled
27204,INN27205,2,0,0,3,Meal Plan 1,0,Room_Type 4,80,2018,10,6,Online,0,0,0,119.07,0,Canceled
34748,INN34749,2,0,2,0,Not Selected,0,Room_Type 1,9,2018,8,14,Online,0,0,0,153.0,2,Not_Canceled
6358,INN06359,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75.0,0,Canceled
16448,INN16449,2,0,0,4,Meal Plan 1,0,Room_Type 4,157,2018,7,6,Online,0,0,0,120.7,2,Canceled
36104,INN36105,2,0,1,2,Meal Plan 1,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,65.0,0,Not_Canceled
33372,INN33373,2,0,2,2,Not Selected,0,Room_Type 1,161,2018,7,16,Online,0,0,0,87.13,1,Not_Canceled
21696,INN21697,2,1,2,2,Meal Plan 1,0,Room_Type 1,92,2018,5,15,Online,0,0,0,135.15,2,Not_Canceled
33707,INN33708,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled
1940,INN01941,2,0,0,2,Not Selected,0,Room_Type 1,54,2018,5,6,Online,0,0,0,116.1,0,Canceled
24483,INN24484,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Offline,0,0,0,132.0,0,Canceled
12786,INN12787,2,0,2,2,Meal Plan 1,0,Room_Type 1,44,2018,6,19,Online,0,0,0,108.45,0,Canceled
72,INN00073,2,0,1,1,Meal Plan 1,1,Room_Type 1,30,2018,8,29,Online,0,0,0,122.85,1,Not_Canceled
34335,INN34336,1,0,0,2,Not Selected,0,Room_Type 1,8,2018,12,16,Online,0,0,0,78.0,0,Not_Canceled
12150,INN12151,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
27566,INN27567,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Offline,0,0,0,48.0,0,Canceled
33256,INN33257,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,10,12,Corporate,0,0,0,65.0,0,Not_Canceled
2330,INN02331,2,0,1,3,Not Selected,0,Room_Type 1,132,2018,5,16,Online,0,0,0,89.25,0,Canceled
11332,INN11333,2,0,0,4,Not Selected,0,Room_Type 1,38,2018,12,27,Online,0,0,0,95.2,0,Not_Canceled
27588,INN27589,2,0,1,5,Meal Plan 1,0,Room_Type 1,6,2018,12,27,Offline,0,0,0,70.0,1,Not_Canceled
12093,INN12094,2,0,1,3,Meal Plan 1,0,Room_Type 1,115,2018,8,22,Offline,0,0,0,72.25,0,Not_Canceled
4762,INN04763,2,0,1,1,Not Selected,0,Room_Type 1,145,2018,8,1,Online,0,0,0,94.5,0,Not_Canceled
21957,INN21958,2,0,1,5,Meal Plan 2,0,Room_Type 1,213,2018,8,23,Online,0,0,0,123.25,0,Canceled
25972,INN25973,4,0,1,3,Meal Plan 1,0,Room_Type 7,46,2018,9,5,Online,0,0,0,186.77,1,Not_Canceled
22445,INN22446,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,6,18,Online,0,0,0,141.0,2,Not_Canceled
4895,INN04896,2,0,0,1,Not Selected,0,Room_Type 1,119,2018,11,10,Online,0,0,0,161.1,1,Not_Canceled
35608,INN35609,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,Not_Canceled
34340,INN34341,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2018,6,21,Online,0,0,0,124.33,1,Not_Canceled
814,INN00815,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2017,9,9,Corporate,0,0,0,65.0,0,Not_Canceled
14460,INN14461,2,0,2,2,Meal Plan 1,0,Room_Type 1,113,2018,7,15,Offline,0,0,0,72.25,0,Not_Canceled
34993,INN34994,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Not_Canceled
28373,INN28374,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,5,23,Online,0,0,0,135.8,1,Not_Canceled
